Unnamed: 0,Unemployed total ;  Persons ;  Australia ;.2,Unemployed total ;  Persons ;  > New South Wales ;.2,Unemployed total ;  Persons ;  > Victoria ;.2,Unemployed total ;  Persons ;  > Queensland ;.2,Unemployed total ;  Persons ;  > South Australia ;.2,Unemployed total ;  Persons ;  > Western Australia ;.2,Unemployed total ;  Persons ;  > Tasmania ;.2,Unemployed total ;  Persons ;  > Northern Territory ;.1,Unemployed total ;  Persons ;  > Australian Capital Territory ;.1,Unemployed total ;  > Males ;  Australia ;.2,Unemployed total ;  > Males ;  > New South Wales ;.2,Unemployed total ;  > Males ;  > Victoria ;.2,Unemployed total ;  > Males ;  > Queensland ;.2,Unemployed total ;  > Males ;  > South Australia ;.2,Unemployed total ;  > Males ;  > Western Australia ;.2,Unemployed total ;  > Males ;  > Tasmania ;.2,Unemployed total ;  > Males ;  > Northern Territory ;.1,Unemployed total ;  > Males ;  > Australian Capital Territory ;.1,Unemployed total ;  > Females ;  Australia ;.2,Unemployed total ;  > Females ;  > New South Wales ;.2,Unemployed total ;  > Females ;  > Victoria ;.2,Unemployed total ;  > Females ;  > Queensland ;.2,Unemployed total ;  > Females ;  > South Australia ;.2,Unemployed total ;  > Females ;  > Western Australia ;.2,Unemployed total ;  > Females ;  > Tasmania ;.2,Unemployed total ;  > Females ;  > Northern Territory ;.1,Unemployed total ;  > Females ;  > Australian Capital Territory ;.1,> Unemployed looked for full-time work ;  Persons ;  Australia ;.2,> Unemployed looked for full-time work ;  Persons ;  > New South Wales ;,> Unemployed looked for full-time work ;  Persons ;  > Victoria ;,> Unemployed looked for full-time work ;  Persons ;  > Queensland ;,> Unemployed looked for full-time work ;  Persons ;  > South Australia ;,> Unemployed looked for full-time work ;  Persons ;  > Western Australia ;,> Unemployed looked for full-time work ;  Persons ;  > Tasmania ;,> Unemployed looked for full-time work ;  Persons ;  > Northern Territory ;,> Unemployed looked for full-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployed looked for full-time work ;  > Males ;  Australia ;.2,> Unemployed looked for full-time work ;  > Males ;  > New South Wales ;,> Unemployed looked for full-time work ;  > Males ;  > Victoria ;,> Unemployed looked for full-time work ;  > Males ;  > Queensland ;,> Unemployed looked for full-time work ;  > Males ;  > South Australia ;,> Unemployed looked for full-time work ;  > Males ;  > Western Australia ;,> Unemployed looked for full-time work ;  > Males ;  > Tasmania ;,> Unemployed looked for full-time work ;  > Males ;  > Northern Territory ;,> Unemployed looked for full-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployed looked for full-time work ;  > Females ;  Australia ;.2,> Unemployed looked for full-time work ;  > Females ;  > New South Wales ;,> Unemployed looked for full-time work ;  > Females ;  > Victoria ;,> Unemployed looked for full-time work ;  > Females ;  > Queensland ;,> Unemployed looked for full-time work ;  > Females ;  > South Australia ;,> Unemployed looked for full-time work ;  > Females ;  > Western Australia ;,> Unemployed looked for full-time work ;  > Females ;  > Tasmania ;,> Unemployed looked for full-time work ;  > Females ;  > Northern Territory ;,> Unemployed looked for full-time work ;  > Females ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  Persons ;  Australia ;.2,> Unemployed looked for only part-time work ;  Persons ;  > New South Wales ;,> Unemployed looked for only part-time work ;  Persons ;  > Victoria ;,> Unemployed looked for only part-time work ;  Persons ;  > Queensland ;,> Unemployed looked for only part-time work ;  Persons ;  > South Australia ;,> Unemployed looked for only part-time work ;  Persons ;  > Western Australia ;,> Unemployed looked for only part-time work ;  Persons ;  > Tasmania ;,> Unemployed looked for only part-time work ;  Persons ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  > Males ;  Australia ;.2,> Unemployed looked for only part-time work ;  > Males ;  > New South Wales ;,> Unemployed looked for only part-time work ;  > Males ;  > Victoria ;,> Unemployed looked for only part-time work ;  > Males ;  > Queensland ;,> Unemployed looked for only part-time work ;  > Males ;  > South Australia ;,> Unemployed looked for only part-time work ;  > Males ;  > Western Australia ;,> Unemployed looked for only part-time work ;  > Males ;  > Tasmania ;,> Unemployed looked for only part-time work ;  > Males ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  > Females ;  Australia ;.2,> Unemployed looked for only part-time work ;  > Females ;  > New South Wales ;,> Unemployed looked for only part-time work ;  > Females ;  > Victoria ;,> Unemployed looked for only part-time work ;  > Females ;  > Queensland ;,> Unemployed looked for only part-time work ;  > Females ;  > South Australia ;,> Unemployed looked for only part-time work ;  > Females ;  > Western Australia ;,> Unemployed looked for only part-time work ;  > Females ;  > Tasmania ;,> Unemployed looked for only part-time work ;  > Females ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  > Females ;  > Australian Capital Territory ;,Unemployment rate ;  Persons ;  Australia ;.2,Unemployment rate ;  Persons ;  > New South Wales ;.2,Unemployment rate ;  Persons ;  > Victoria ;.2,Unemployment rate ;  Persons ;  > Queensland ;.2,Unemployment rate ;  Persons ;  > South Australia ;.2,Unemployment rate ;  Persons ;  > Western Australia ;.2,Unemployment rate ;  Persons ;  > Tasmania ;.2,Unemployment rate ;  Persons ;  > Northern Territory ;.1,Unemployment rate ;  Persons ;  > Australian Capital Territory ;.1,Unemployment rate ;  > Males ;  Australia ;.2,Unemployment rate ;  > Males ;  > New South Wales ;.2,Unemployment rate ;  > Males ;  > Victoria ;.2,Unemployment rate ;  > Males ;  > Queensland ;.2,Unemployment rate ;  > Males ;  > South Australia ;.2,Unemployment rate ;  > Males ;  > Western Australia ;.2,Unemployment rate ;  > Males ;  > Tasmania ;.2,Unemployment rate ;  > Males ;  > Northern Territory ;.1,Unemployment rate ;  > Males ;  > Australian Capital Territory ;.1,Unemployment rate ;  > Females ;  Australia ;.2,Unemployment rate ;  > Females ;  > New South Wales ;.2,Unemployment rate ;  > Females ;  > Victoria ;.2,Unemployment rate ;  > Females ;  > Queensland ;.2,Unemployment rate ;  > Females ;  > South Australia ;.2,Unemployment rate ;  > Females ;  > Western Australia ;.2,Unemployment rate ;  > Females ;  > Tasmania ;.2,Unemployment rate ;  > Females ;  > Northern Territory ;.1,Unemployment rate ;  > Females ;  > Australian Capital Territory ;.1,> Unemployment rate looked for full-time work ;  Persons ;  Australia ;.2,> Unemployment rate looked for full-time work ;  Persons ;  > New South Wales ;,> Unemployment rate looked for full-time work ;  Persons ;  > Victoria ;,> Unemployment rate looked for full-time work ;  Persons ;  > Queensland ;,> Unemployment rate looked for full-time work ;  Persons ;  > South Australia ;,> Unemployment rate looked for full-time work ;  Persons ;  > Western Australia ;,> Unemployment rate looked for full-time work ;  Persons ;  > Tasmania ;,> Unemployment rate looked for full-time work ;  Persons ;  > Northern Territory ;,> Unemployment rate looked for full-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployment rate looked for full-time work ;  > Males ;  Australia ;.2,> Unemployment rate looked for full-time work ;  > Males ;  > New South Wales ;,> Unemployment rate looked for full-time work ;  > Males ;  > Victoria ;,> Unemployment rate looked for full-time work ;  > Males ;  > Queensland ;,> Unemployment rate looked for full-time work ;  > Males ;  > South Australia ;,> Unemployment rate looked for full-time work ;  > Males ;  > Western Australia ;,> Unemployment rate looked for full-time work ;  > Males ;  > Tasmania ;,> Unemployment rate looked for full-time work ;  > Males ;  > Northern Territory ;,> Unemployment rate looked for full-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployment rate looked for full-time work ;  > Females ;  Australia ;.2,> Unemployment rate looked for full-time work ;  > Females ;  > New South Wales ;
2004-02-01 00:00:00,640.791082,197.9549729,156.762842,136.9434499,54.0533102,64.6132593,16.8912945,5.7872794,7.7846738,335.0801544,106.9578855,77.8417203,72.1335424,29.6448174,32.2534078,9.5556386,2.6073113,4.085831,305.7109276,90.9970874,78.9211217,64.8099075,24.4084928,32.3598516,7.3356558,3.1799681,3.6988428,459.1029973,146.008456,104.3678633,98.2500067,39.2409696,47.4438586,13.9821177,4.3868466,5.4228789,270.9455343,87.1853368,60.5286271,57.8433326,23.9585411,27.091536,8.7464902,2.1889183,3.4027522,188.157463,58.8231191,43.8392363,40.4066741,15.2824285,20.3523226,5.2356275,2.1979282,2.0201267,181.6880847,51.946517,52.3949786,38.6934432,14.8123406,17.1694007,2.9091768,1.4004329,2.3617949,64.1346201,19.7725487,17.3130932,14.2902099,5.6862763,5.1618718,0.8091484,0.418393,0.6830788,117.5534646,32.1739683,35.0818854,24.4032334,9.1260643,12.0075289,2.1000284,0.9820398,1.6787161,6.3600547,5.9841045,6.2564082,7.0429867,7.0579339,6.2375524,7.4107424,5.6248246,4.2157789,5.9910441,5.8117418,5.6257122,6.679852,7.0363959,5.4800968,7.5763165,4.5962853,4.2391576,6.8205139,6.2002425,7.0342263,7.4965726,7.0842704,7.2341653,7.2056139,6.8887608,4.1902521,6.3086171,6.0010739,5.7711613,7.0154998,7.4247005,6.4884204,8.7145998,5.7034566,3.9193878,5.6606295,5.5050377,5.1051596,6.2490362,6.7223916,5.4163624,8.0484809,4.7811201,4.2297645,7.5537824,6.926059
2004-03-01 00:00:00,575.8555786,181.9362296,136.9096512,128.9359662,43.4268914,57.4797274,14.8457729,4.8324109,7.4889291,302.7488902,99.6536143,69.5439547,64.1697902,24.3519659,29.5211588,8.9406567,2.3037096,4.2640401,273.1066884,82.2826153,67.3656965,64.766176,19.0749255,27.9585686,5.9051162,2.5287012,3.224889,408.5607984,133.2892317,92.0902626,90.084865,31.1759692,41.6196181,12.0959196,3.5554789,4.6494533,242.3743726,80.1950095,54.5027035,51.5607934,19.9300766,23.17062,8.0592013,2.1584021,2.7975663,166.1864258,53.0942222,37.5875591,38.5240716,11.2458927,18.448998,4.0367183,1.3970768,1.8518871,167.2947802,48.6469978,44.8193886,38.8511012,12.2509222,15.8601093,2.7498533,1.276932,2.8394758,60.3745176,19.4586048,15.0412512,12.6089968,4.4218894,6.3505387,0.8814554,0.1453076,1.4664738,106.9202626,29.188393,29.7781374,26.2421044,7.8290328,9.5095706,1.8683979,1.1316245,1.373002,5.7115807,5.4834833,5.4533304,6.6604645,5.6630264,5.5839564,6.4531364,4.6543705,3.9869205,5.4293727,5.4159296,5.0240384,5.9991784,5.7769231,5.0911633,7.0590826,4.0927134,4.3545622,6.0608014,5.5675897,5.9809096,7.4770683,5.5239869,6.2196241,5.7109165,5.3194209,3.5865487,5.6708575,5.5129503,5.1950363,6.4592784,5.8852771,5.7932508,7.6416245,4.5541124,3.4440914,5.1080732,5.0944469,4.6694948,5.6057677,5.5525789,4.7179373,7.5231031,4.5984966,3.5119217,6.7565327,6.2938975
2004-04-01 00:00:00,561.8345207,177.0135436,142.4381999,117.7064441,44.4776778,55.2329597,12.9869635,4.4650395,7.5136927,307.4368549,93.8894305,79.033893,62.8161495,26.9054369,29.3668422,8.309213,2.9277342,4.1881556,254.3976658,83.1241131,63.4043069,54.8902946,17.5722409,25.8661175,4.6777505,1.5373053,3.3255371,406.3494165,129.1983281,102.9874394,84.6863964,31.3436196,39.2369708,10.7918541,3.6510688,4.4537393,245.6506941,76.5501166,61.0430852,50.4243255,21.1110346,23.8313443,7.3045058,2.6355494,2.7507327,160.6987224,52.6482115,41.9443542,34.2620709,10.232585,15.4056265,3.4873483,1.0155194,1.7030066,155.4851042,47.8152155,39.4507604,33.0200477,13.1340582,15.9959889,2.1951094,0.8139707,3.0599534,61.7861608,17.3393139,17.9908078,12.3918239,5.7944023,5.5354979,1.0047072,0.2921848,1.437423,93.6989434,30.4759015,21.4599526,20.6282238,7.3396559,10.460491,1.1904022,0.5217859,1.6225305,5.5771416,5.3307168,5.6926595,6.063019,5.8675264,5.3404817,5.7386471,4.3041991,4.0090536,5.5041835,5.1263091,5.6766541,5.8306084,6.4101557,5.0197348,6.6395946,5.1815779,4.2749516,5.6679337,5.5821264,5.7127371,6.352809,5.1942815,5.7582112,4.6240803,3.2546534,3.717825,5.6555009,5.3856635,5.7784593,6.1194277,6.024891,5.3772471,6.8697387,4.7198668,3.285153,5.1840235,4.901911,5.2029132,5.4762786,5.9799144,4.7882219,6.8671225,5.6691302,3.4666504,6.568733,6.2879126
2004-05-01 00:00:00,538.0881862,179.1305635,126.7430219,105.9247091,45.316458,54.5265686,13.5326045,6.2781968,6.6360638,292.3528115,95.5459571,73.6295691,54.0051315,26.467637,27.8560376,7.6945542,3.5957319,3.5581931,245.7353747,83.5846064,53.1134529,51.9195776,18.848821,26.670531,5.8380502,2.6824649,3.0778707,394.2807247,132.6981182,90.3935404,77.7693725,34.0009267,38.7953163,10.5491453,5.2089272,4.8653782,240.8575031,82.5615263,57.5836939,42.7521508,22.3141263,22.805897,6.6569264,3.4238338,2.7593486,153.4232216,50.136592,32.8098465,35.0172217,11.6868004,15.9894193,3.8922188,1.7850934,2.1060295,143.8074615,46.4324453,36.3494815,28.1553367,11.3155313,15.7312523,2.9834592,1.0692696,1.7706856,51.4953084,12.9844309,16.0458752,11.2529807,4.1535107,5.0501406,1.0376278,0.1718981,0.7988444,92.3121531,33.4480144,20.3036063,16.9023559,7.1620206,10.6811117,1.9458314,0.8973715,0.9718412,5.3426491,5.4000598,5.0880937,5.431291,5.9765054,5.260899,5.9728102,5.9835273,3.5498844,5.2436083,5.209118,5.3219128,5.0188332,6.3087014,4.7729343,6.1889715,6.3024777,3.6646895,5.4654638,5.6362223,4.7959892,5.9389734,5.565022,5.8898143,5.7099602,5.6034101,3.4258142,5.4915818,5.5542243,5.0905047,5.6006508,6.5190408,5.2966141,6.6999962,6.5822819,3.5858909,5.0854766,5.2703157,4.9285396,4.669301,6.2768104,4.6011705,6.2012144,7.3591441,3.4216828,6.278712,6.0948927
2004-06-01 00:00:00,537.2928021,176.1483958,128.0952419,108.2075468,46.261073,51.1060222,14.9834532,6.5244882,5.9665811,293.9883545,96.4910446,71.8742316,57.5061357,25.662521,25.2765075,9.9204755,4.0703532,3.1870856,243.3044476,79.6573512,56.2210103,50.7014111,20.598552,25.8295147,5.0629777,2.4541351,2.7794955,391.9370039,128.8210699,93.6983616,76.2025332,33.9700329,36.9700831,12.1874735,5.7565874,4.3308622,239.5979099,78.2884512,58.3405562,45.9288893,21.4876178,20.7395204,8.2729143,3.9635175,2.5764432,152.339094,50.5326187,35.3578053,30.273644,12.4824152,16.2305627,3.9145592,1.7930699,1.754419,145.3557982,47.3273258,34.3968803,32.0050136,12.29104,14.1359391,2.7959797,0.7679008,1.6357189,54.3904446,18.2025933,13.5336754,11.5772465,4.1749032,4.5369871,1.6475611,0.1068356,0.6106424,90.9653536,29.1247325,20.8632049,20.4277671,8.1161368,9.598952,1.1484185,0.6610652,1.0250765,5.3299592,5.3137926,5.1271915,5.5230379,6.0729525,4.9803207,6.5475361,6.2288139,3.1969738,5.2645497,5.2418914,5.1855467,5.3418428,6.0742539,4.3821581,7.7812759,7.097253,3.2912646,5.411196,5.403575,5.0544746,5.7440244,6.0713318,5.7481406,4.9955645,5.1779618,3.0952936,5.4544305,5.4033682,5.2526038,5.4772045,6.4679543,5.0976976,7.5669226,7.2155487,3.2037027,5.0652941,5.036752,4.9715515,5.0067795,6.052274,4.2129754,7.5404006,8.2741478,3.216788,6.2040563,6.0901433
2004-07-01 00:00:00,512.2979103,169.2377158,126.2689591,97.7739583,43.8404935,47.7989919,15.1579919,6.4869838,5.7328159,274.9926714,89.7761266,66.5248744,54.2256233,23.7743476,24.2938371,9.2446314,4.1075108,3.0457202,237.3052389,79.4615893,59.7440847,43.548335,20.0661459,23.5051548,5.9133605,2.379473,2.6870957,382.5467738,129.9340391,94.7536527,71.2591157,32.8820586,32.3389427,11.355792,5.6444931,4.3786798,226.9398104,77.4138218,54.6694467,42.6910356,19.2775154,18.8632314,7.5132772,3.9013913,2.610091,155.6069633,52.5202173,40.0842061,28.56808,13.6045433,13.4757113,3.8425148,1.7431018,1.7685888,129.7511366,39.3036768,31.5153064,26.5148426,10.9584349,15.4600492,3.8021999,0.8424907,1.3541361,48.052861,12.3623047,11.8554278,11.5345877,4.4968322,5.4306057,1.7313542,0.2061196,0.4356292,81.6982756,26.941372,19.6598787,14.9802549,6.4616026,10.0294435,2.0708457,0.6363712,0.9185069,5.0896911,5.1088346,5.0466248,5.0093727,5.7743733,4.6822823,6.6295093,6.187127,3.0934252,4.9311496,4.8908493,4.8075903,5.0090766,5.6556751,4.2335714,7.2894109,7.2247544,3.143814,5.2866563,5.3797335,5.3423978,5.0097415,5.9216198,5.2583033,5.8075754,4.957941,3.0382297,5.2782817,5.3810872,5.3025784,5.0080196,6.2612027,4.5071884,7.0899843,6.9774143,3.142165,4.7737386,4.9327784,4.6704051,4.5708417,5.4880928,3.857677,6.9138261,7.9935543,3.1717114,6.2401517,6.2134451
2004-08-01 00:00:00,529.3543759,168.2875084,141.2436814,97.7743307,45.5044643,48.2565311,14.9078273,5.9485845,7.4314483,287.239607,88.9789672,75.5375022,52.6828047,26.5756521,26.0299012,9.770957,3.4304233,4.2333993,242.1147689,79.3085412,65.7061792,45.091526,18.9288121,22.2266299,5.1368703,2.5181612,3.198049,370.2480044,123.2504109,95.0632507,67.8546833,30.7904355,31.6091923,12.1028555,4.2554983,5.3216779,226.7307115,73.7800592,57.8179498,40.3027003,21.1300998,19.438702,8.5833366,2.4107691,3.2670947,143.5172929,49.4703517,37.2453009,27.5519829,9.6603357,12.1704903,3.5195189,1.8447293,2.0545832,159.1063715,45.0370975,46.1804307,29.9196475,14.7140288,16.6473388,2.8049718,1.6930861,2.1097703,60.5088955,15.198908,17.7195524,12.3801043,5.4455523,6.5911992,1.1876204,1.0196543,0.9663046,98.597476,29.8381895,28.4608783,17.5395431,9.2684765,10.0561396,1.6173514,0.6734319,1.1434658,5.2980784,5.1746043,5.6426805,5.0181069,6.0201212,4.7426796,6.5776559,5.8223916,4.0057535,5.2057322,4.9651781,5.4640478,4.8936813,6.3397778,4.5553839,7.7758401,6.2439379,4.4325901,5.4119764,5.4316407,5.8630367,5.1717399,5.6221321,4.9825947,5.0867369,5.3320021,3.552869,5.1832099,5.2128388,5.356377,4.8391129,5.9372888,4.4449275,7.7270024,5.4896608,3.8562325,4.8290143,4.8059403,4.9430439,4.3770352,6.0083979,4.0208975,8.0341021,5.2506933,4.0006455,5.8625325,5.9661926
2004-09-01 00:00:00,551.2600005,171.3344968,152.1413969,99.6142446,44.1694497,52.0472484,16.7349229,7.4378466,7.7803946,307.7621326,99.9630932,85.4116785,51.6891938,26.5147956,25.4455013,9.4947691,4.4087829,4.8343182,243.497868,71.3714037,66.7297184,47.9250508,17.6546541,26.6017471,7.2401538,3.0290637,2.9460764,385.801016,121.9881003,107.4334406,68.2117488,30.5187565,34.9439011,12.4660438,5.0073507,5.2316743,241.5410943,78.8782094,68.3813163,39.1818836,20.6476562,19.7757436,8.3709007,2.8858476,3.4195369,144.2599217,43.1098909,39.0521243,29.0298652,9.8711003,15.1681574,4.0951432,2.1215031,1.8121374,165.4589845,49.3463965,44.7079563,31.4024958,13.6506933,17.1033473,4.2688791,2.4304959,2.5487203,66.2210382,21.0848837,17.0303622,12.5073102,5.8671394,5.6697576,1.1238684,1.5229353,1.4147812,99.2379463,28.2615128,27.6775941,18.8951856,7.7835538,11.4335897,3.1450107,0.9075606,1.1339391,5.3939932,5.1174651,5.945441,4.9942315,5.8010193,5.0359151,7.2612709,7.1077271,4.1326826,5.4536753,5.3991249,6.0414592,4.6978785,6.299677,4.4163324,7.4718967,7.8231492,4.9723723,5.320403,4.7690111,5.8269057,5.3588299,5.1846604,5.8164586,7.0024109,6.2727933,3.2359738,5.2543585,4.9737653,5.9238611,4.7061555,5.8388537,4.8101259,7.7744267,6.4187374,3.7538077,5.0344201,4.9694483,5.7339607,4.1646924,5.8627615,4.0536025,7.7118129,6.2714094,4.1423086,5.6690316,4.9816835
2004-10-01 00:00:00,490.1177871,159.0401371,136.7543747,79.9976172,41.7227697,46.6658172,14.6452967,5.0590956,6.2326789,269.658514,84.7259331,77.3953935,42.3016962,24.3055248,25.3616584,8.3887055,3.4099411,3.7696614,220.4592731,74.3142041,59.3589812,37.6959209,17.417245,21.3041588,6.2565912,1.6491545,2.4630175,346.5800637,108.6206942,101.0683896,55.9506255,29.7736107,32.5807853,11.6558514,2.8401827,4.0899244,210.210187,65.744832,61.4770406,32.3764589,19.540727,19.7616976,6.6782956,2.0833412,2.547794,136.3698767,42.8758622,39.591349,23.5741666,10.2328837,12.8190877,4.9775557,0.7568415,1.5421304,143.5377234,50.4194429,35.6859851,24.0469917,11.9491591,14.0850319,2.9894453,2.2189129,2.1427544,59.448327,18.9811011,15.9183529,9.9252373,4.7647978,5.5999608,1.7104099,1.3265999,1.2218674,84.0893964,31.4383419,19.7676322,14.1217544,7.1843613,8.485071,1.2790355,0.892313,0.9208871,4.8276242,4.8229563,5.3808374,4.0125376,5.4912125,4.4795893,6.4005768,4.8972472,3.3522387,4.8091304,4.657378,5.5072684,3.850166,5.7631515,4.3290328,6.6724859,6.190376,3.9424451,4.8504395,5.0267026,5.2244554,4.2118657,5.1519701,4.6730637,6.068981,3.4200399,2.7273367,4.7820462,4.5569142,5.6191154,3.8836232,5.6723199,4.4803741,7.3356988,3.6852566,2.9962026,4.4311903,4.2676305,5.1929331,3.4399285,5.5456053,4.0113102,6.2873088,4.5802657,3.1239443,5.4468423,5.0855055
2004-11-01 00:00:00,485.8762342,166.1353608,130.9761925,86.7899876,36.2789198,40.8957062,13.3562672,5.2260371,6.217763,269.065459,93.6252779,72.9624894,45.5019443,21.0769198,21.1620686,7.7065355,3.1244613,3.9057624,216.8107752,72.5100829,58.0137031,41.2880433,15.2020001,19.7336376,5.6497317,2.1015758,2.3120007,351.1687153,118.7718658,97.2588333,62.5046288,27.6065507,28.4286906,10.1507117,1.8897228,4.5577116,218.7716282,75.6088177,61.7390037,35.7164336,17.8697667,17.28103,6.5221269,1.0955877,2.9388618,132.3970871,43.1630481,35.5198296,26.7881952,9.7367839,11.1476606,3.6285848,0.7941351,1.6188498,134.7075189,47.363495,33.7173592,24.2853588,8.6723691,12.4670156,3.2055554,3.3363143,1.6600515,50.2938308,18.0164602,11.2234857,9.7855107,3.207153,3.8810385,1.1844086,2.0288736,0.9669006,84.4136881,29.3470348,22.4938736,14.4998481,5.4652161,8.5859771,2.0211469,1.3074407,0.6931509,4.7922465,5.0291071,5.1629054,4.3848019,4.7976575,3.9266499,5.8572313,5.038,3.2779839,4.8110537,5.1223059,5.2280263,4.1871984,5.0291647,3.6193249,6.1644408,5.6123952,3.9820645,4.7691099,4.9136701,5.083272,4.6253614,4.5098281,4.3200257,5.4844087,4.3726672,2.5240546,4.8241869,4.9668916,5.3544068,4.3325397,5.2513226,3.885625,6.4430664,2.476567,3.3083111,4.5953846,4.8776691,5.169559,3.8264486,5.0633664,3.4830224,6.1732949,2.4428308,3.527282,5.2566623,5.1313099
2004-12-01 00:00:00,514.0706967,166.0370601,143.2025228,95.9646665,38.0191014,44.8744698,13.3401877,5.6010118,7.0316767,277.5292663,88.7602163,76.3831109,50.8523397,21.8433975,22.9498778,7.9011775,3.9048892,4.9342574,236.5414304,77.2768438,66.819412,45.1123268,16.175704,21.924592,5.4390102,1.6961226,2.0974192,368.5053358,118.599108,103.441389,69.5840637,27.11852,32.8290286,10.1100522,2.1683888,4.6547855,219.1167969,71.1643298,60.9507731,39.509216,16.8577336,19.3314507,6.2447481,1.4075548,3.6509906,149.3885389,47.4347782,42.4906158,30.0748477,10.2607864,13.4975779,3.8653041,0.760834,1.0037949,145.5653609,47.437952,39.7611339,26.3806028,10.9005814,12.0454412,3.2301355,3.432623,2.3768911,58.4124694,17.5958864,15.4323378,11.3431237,4.9856639,3.6184271,1.6564294,2.4973344,1.2832668,87.1528915,29.8420656,24.3287961,15.0374791,5.9149176,8.4270141,1.5737061,0.9352886,1.0936243,4.9803858,4.9590503,5.5066765,4.7649943,4.9269515,4.2309536,5.7907244,5.3714497,3.6558239,4.8780531,4.7993051,5.3378944,4.600554,5.1259464,3.8512064,6.2838424,6.9721136,4.9441114,5.1060627,5.1561774,5.7131808,4.9650435,4.68153,4.717918,5.1981458,3.5140787,2.2664736,4.9610256,4.8598001,5.5686907,4.7592661,5.0674489,4.3704128,6.3024021,2.7797854,3.2498869,4.5253002,4.5051102,5.0090706,4.2007599,4.6993135,3.8072597,5.7661439,3.1540204,4.2620777,5.7768899,5.5107027
2005-01-01 00:00:00,568.9236013,182.4833536,147.3057026,108.8511195,49.2453946,54.4535775,13.1761457,6.957703,6.4506048,308.3379791,100.3242862,81.0852144,56.3178827,27.917101,26.8159519,7.3373172,4.2880338,4.2521919,260.5856221,82.1590674,66.2204883,52.5332367,21.3282936,27.6376255,5.8388286,2.6696692,2.1984128,423.6225347,138.2622834,110.6624319,81.1142528,35.5163214,38.0835964,11.4031497,3.6726184,4.9078807,252.2560296,85.6727271,64.5037407,46.3200439,21.831639,21.8978317,6.6899493,2.104545,3.2355529,171.3665051,52.5895563,46.1586912,34.7942089,13.6846824,16.1857647,4.7132004,1.5680734,1.6723278,145.3010665,44.2210702,36.6432708,27.7368666,13.7290733,16.3699811,1.772996,3.2850846,1.542724,56.0819495,14.6515591,16.5814737,9.9978388,6.085462,4.9181202,0.6473679,2.1834888,1.0166391,89.219117,29.5695111,20.0617971,17.7390278,7.6436113,11.4518609,1.1256281,1.1015958,0.526085,5.5758647,5.4999812,5.7532324,5.4701936,6.4453357,5.1798654,5.7814923,6.8094409,3.3993608,5.4568042,5.4477039,5.7225706,5.1283028,6.6194683,4.515328,5.8767244,7.777855,4.3299052,5.7236316,5.5651936,5.7912274,5.8912428,6.2307926,6.0427604,5.6661086,5.6745951,2.401216,5.7259483,5.7082797,5.9971431,5.5742171,6.6140981,5.0164418,7.1088008,4.69466,3.4821276,5.2235158,5.4630134,5.3128433,4.9184378,6.1258468,4.2691619,6.2770328,4.6152908,3.8684425,6.6704066,6.1587223
2005-02-01 00:00:00,592.0104568,199.5720988,158.0490057,106.4843612,45.9010372,52.4963598,14.7022744,6.7519985,8.0533212,305.2344419,104.1540866,81.9523682,50.4746056,26.6159624,25.3373332,8.0140297,4.0009798,4.6850765,286.7760149,95.4180122,76.0966375,56.0097557,19.2850748,27.1590266,6.6882447,2.7510187,3.3682448,421.4104849,141.7091963,112.2949507,78.8550348,35.3843994,34.6341252,11.0526105,2.7790005,4.7011675,239.046922,82.2078921,64.1857311,39.4140362,21.8952617,20.1298438,6.8325222,1.4176484,2.9639864,182.363563,59.5013043,48.1092196,39.4409985,13.4891377,14.5042814,4.2200883,1.3613521,1.7371812,170.5999718,57.8629025,45.754055,27.6293265,10.5166377,17.8622346,3.6496639,3.972998,3.3521537,66.1875199,21.9461945,17.766637,11.0605693,4.7207006,5.2074894,1.1815075,2.5833313,1.7210901,104.412452,35.916708,27.987418,16.5687571,5.7959371,12.6547452,2.4681564,1.3896666,1.6310636,5.727309,5.9490801,6.0986139,5.2701321,5.9148819,4.9128661,6.3617915,6.6459341,4.1814073,5.3637555,5.6258127,5.7474025,4.561054,6.2166428,4.2383223,6.3400265,7.2762032,4.71185,6.1726158,6.3471911,6.5282384,6.1287733,5.543507,5.7695134,6.3880685,5.9023668,3.6152936,5.634576,5.7597767,6.0417753,5.3410086,6.5089706,4.5590101,6.8532931,3.6516061,3.2887228,4.9125141,5.1872213,5.2909956,4.1369975,5.9984584,3.9280357,6.3375188,3.1549789,3.4785673,6.9792786,6.7961966
