Unnamed: 0,Unemployed total ;  Persons ;  Australia ;.2,Unemployed total ;  Persons ;  > New South Wales ;.2,Unemployed total ;  Persons ;  > Victoria ;.2,Unemployed total ;  Persons ;  > Queensland ;.2,Unemployed total ;  Persons ;  > South Australia ;.2,Unemployed total ;  Persons ;  > Western Australia ;.2,Unemployed total ;  Persons ;  > Tasmania ;.2,Unemployed total ;  Persons ;  > Northern Territory ;.1,Unemployed total ;  Persons ;  > Australian Capital Territory ;.1,Unemployed total ;  > Males ;  Australia ;.2,Unemployed total ;  > Males ;  > New South Wales ;.2,Unemployed total ;  > Males ;  > Victoria ;.2,Unemployed total ;  > Males ;  > Queensland ;.2,Unemployed total ;  > Males ;  > South Australia ;.2,Unemployed total ;  > Males ;  > Western Australia ;.2,Unemployed total ;  > Males ;  > Tasmania ;.2,Unemployed total ;  > Males ;  > Northern Territory ;.1,Unemployed total ;  > Males ;  > Australian Capital Territory ;.1,Unemployed total ;  > Females ;  Australia ;.2,Unemployed total ;  > Females ;  > New South Wales ;.2,Unemployed total ;  > Females ;  > Victoria ;.2,Unemployed total ;  > Females ;  > Queensland ;.2,Unemployed total ;  > Females ;  > South Australia ;.2,Unemployed total ;  > Females ;  > Western Australia ;.2,Unemployed total ;  > Females ;  > Tasmania ;.2,Unemployed total ;  > Females ;  > Northern Territory ;.1,Unemployed total ;  > Females ;  > Australian Capital Territory ;.1,> Unemployed looked for full-time work ;  Persons ;  Australia ;.2,> Unemployed looked for full-time work ;  Persons ;  > New South Wales ;,> Unemployed looked for full-time work ;  Persons ;  > Victoria ;,> Unemployed looked for full-time work ;  Persons ;  > Queensland ;,> Unemployed looked for full-time work ;  Persons ;  > South Australia ;,> Unemployed looked for full-time work ;  Persons ;  > Western Australia ;,> Unemployed looked for full-time work ;  Persons ;  > Tasmania ;,> Unemployed looked for full-time work ;  Persons ;  > Northern Territory ;,> Unemployed looked for full-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployed looked for full-time work ;  > Males ;  Australia ;.2,> Unemployed looked for full-time work ;  > Males ;  > New South Wales ;,> Unemployed looked for full-time work ;  > Males ;  > Victoria ;,> Unemployed looked for full-time work ;  > Males ;  > Queensland ;,> Unemployed looked for full-time work ;  > Males ;  > South Australia ;,> Unemployed looked for full-time work ;  > Males ;  > Western Australia ;,> Unemployed looked for full-time work ;  > Males ;  > Tasmania ;,> Unemployed looked for full-time work ;  > Males ;  > Northern Territory ;,> Unemployed looked for full-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployed looked for full-time work ;  > Females ;  Australia ;.2,> Unemployed looked for full-time work ;  > Females ;  > New South Wales ;,> Unemployed looked for full-time work ;  > Females ;  > Victoria ;,> Unemployed looked for full-time work ;  > Females ;  > Queensland ;,> Unemployed looked for full-time work ;  > Females ;  > South Australia ;,> Unemployed looked for full-time work ;  > Females ;  > Western Australia ;,> Unemployed looked for full-time work ;  > Females ;  > Tasmania ;,> Unemployed looked for full-time work ;  > Females ;  > Northern Territory ;,> Unemployed looked for full-time work ;  > Females ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  Persons ;  Australia ;.2,> Unemployed looked for only part-time work ;  Persons ;  > New South Wales ;,> Unemployed looked for only part-time work ;  Persons ;  > Victoria ;,> Unemployed looked for only part-time work ;  Persons ;  > Queensland ;,> Unemployed looked for only part-time work ;  Persons ;  > South Australia ;,> Unemployed looked for only part-time work ;  Persons ;  > Western Australia ;,> Unemployed looked for only part-time work ;  Persons ;  > Tasmania ;,> Unemployed looked for only part-time work ;  Persons ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  > Males ;  Australia ;.2,> Unemployed looked for only part-time work ;  > Males ;  > New South Wales ;,> Unemployed looked for only part-time work ;  > Males ;  > Victoria ;,> Unemployed looked for only part-time work ;  > Males ;  > Queensland ;,> Unemployed looked for only part-time work ;  > Males ;  > South Australia ;,> Unemployed looked for only part-time work ;  > Males ;  > Western Australia ;,> Unemployed looked for only part-time work ;  > Males ;  > Tasmania ;,> Unemployed looked for only part-time work ;  > Males ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployed looked for only part-time work ;  > Females ;  Australia ;.2,> Unemployed looked for only part-time work ;  > Females ;  > New South Wales ;,> Unemployed looked for only part-time work ;  > Females ;  > Victoria ;,> Unemployed looked for only part-time work ;  > Females ;  > Queensland ;,> Unemployed looked for only part-time work ;  > Females ;  > South Australia ;,> Unemployed looked for only part-time work ;  > Females ;  > Western Australia ;,> Unemployed looked for only part-time work ;  > Females ;  > Tasmania ;,> Unemployed looked for only part-time work ;  > Females ;  > Northern Territory ;,> Unemployed looked for only part-time work ;  > Females ;  > Australian Capital Territory ;,Unemployment rate ;  Persons ;  Australia ;.2,Unemployment rate ;  Persons ;  > New South Wales ;.2,Unemployment rate ;  Persons ;  > Victoria ;.2,Unemployment rate ;  Persons ;  > Queensland ;.2,Unemployment rate ;  Persons ;  > South Australia ;.2,Unemployment rate ;  Persons ;  > Western Australia ;.2,Unemployment rate ;  Persons ;  > Tasmania ;.2,Unemployment rate ;  Persons ;  > Northern Territory ;.1,Unemployment rate ;  Persons ;  > Australian Capital Territory ;.1,Unemployment rate ;  > Males ;  Australia ;.2,Unemployment rate ;  > Males ;  > New South Wales ;.2,Unemployment rate ;  > Males ;  > Victoria ;.2,Unemployment rate ;  > Males ;  > Queensland ;.2,Unemployment rate ;  > Males ;  > South Australia ;.2,Unemployment rate ;  > Males ;  > Western Australia ;.2,Unemployment rate ;  > Males ;  > Tasmania ;.2,Unemployment rate ;  > Males ;  > Northern Territory ;.1,Unemployment rate ;  > Males ;  > Australian Capital Territory ;.1,Unemployment rate ;  > Females ;  Australia ;.2,Unemployment rate ;  > Females ;  > New South Wales ;.2,Unemployment rate ;  > Females ;  > Victoria ;.2,Unemployment rate ;  > Females ;  > Queensland ;.2,Unemployment rate ;  > Females ;  > South Australia ;.2,Unemployment rate ;  > Females ;  > Western Australia ;.2,Unemployment rate ;  > Females ;  > Tasmania ;.2,Unemployment rate ;  > Females ;  > Northern Territory ;.1,Unemployment rate ;  > Females ;  > Australian Capital Territory ;.1,> Unemployment rate looked for full-time work ;  Persons ;  Australia ;.2,> Unemployment rate looked for full-time work ;  Persons ;  > New South Wales ;,> Unemployment rate looked for full-time work ;  Persons ;  > Victoria ;,> Unemployment rate looked for full-time work ;  Persons ;  > Queensland ;,> Unemployment rate looked for full-time work ;  Persons ;  > South Australia ;,> Unemployment rate looked for full-time work ;  Persons ;  > Western Australia ;,> Unemployment rate looked for full-time work ;  Persons ;  > Tasmania ;,> Unemployment rate looked for full-time work ;  Persons ;  > Northern Territory ;,> Unemployment rate looked for full-time work ;  Persons ;  > Australian Capital Territory ;,> Unemployment rate looked for full-time work ;  > Males ;  Australia ;.2,> Unemployment rate looked for full-time work ;  > Males ;  > New South Wales ;,> Unemployment rate looked for full-time work ;  > Males ;  > Victoria ;,> Unemployment rate looked for full-time work ;  > Males ;  > Queensland ;,> Unemployment rate looked for full-time work ;  > Males ;  > South Australia ;,> Unemployment rate looked for full-time work ;  > Males ;  > Western Australia ;,> Unemployment rate looked for full-time work ;  > Males ;  > Tasmania ;,> Unemployment rate looked for full-time work ;  > Males ;  > Northern Territory ;,> Unemployment rate looked for full-time work ;  > Males ;  > Australian Capital Territory ;,> Unemployment rate looked for full-time work ;  > Females ;  Australia ;.2,> Unemployment rate looked for full-time work ;  > Females ;  > New South Wales ;
1984-09-01 00:00:00,620.7708504,220.3785426,139.716722,105.7268891,62.742176,61.998473,19.7944124,4.650504,5.7631313,376.671892,136.4318634,78.608008,67.4803958,38.6883203,37.6311705,13.0270604,2.4717865,2.3332871,244.0989584,83.9466792,61.108714,38.2464933,24.0538557,24.3673025,6.767352,2.1787175,3.4298442,517.4091516,187.3502734,111.8193538,87.4890794,54.8824757,51.5156744,17.4153205,3.7061757,3.2307987,348.8794263,128.3389213,71.564193,61.397258,36.4235715,35.0298436,12.5382196,2.211705,1.3757143,168.5297253,59.0113521,40.2551608,26.0918214,18.4589042,16.4858308,4.8771009,1.4944707,1.8550844,103.3616988,33.0282692,27.8973682,18.2378097,7.8597003,10.4827986,2.3790919,0.9443283,2.5323326,27.7924657,8.0929421,7.043815,6.0831378,2.2647488,2.6013269,0.4888408,0.2600815,0.9575728,75.5692331,24.9353271,20.8535532,12.1546719,5.5949515,7.8814717,1.8902511,0.6842468,1.5747598,8.6210865,8.8019824,7.3647382,9.3050664,9.9934968,9.3588706,10.4997722,7.3652986,4.7398104,8.4782776,8.878122,6.7763318,9.4373358,9.9204323,9.1554165,10.7143426,6.3217823,3.3671079,8.8511483,8.6809864,8.2908067,9.0805197,10.1132989,9.6914673,10.110024,9.0624249,6.5588427,8.7605811,9.0337964,7.2370674,9.3431435,10.8068733,9.621388,11.2758725,6.6751292,3.3141076,8.3879773,8.8996081,6.6292092,9.1569399,9.9126903,9.1347666,10.8737688,5.8941548,2.169048,9.6477693,9.3400751
1984-10-01 00:00:00,578.3553454,212.3713355,121.3069861,102.8431864,59.7865224,55.4518915,18.0146174,3.6898938,4.8909123,350.7964638,127.7881582,72.4248738,62.3835004,36.9439302,34.6881872,12.0780771,2.2284355,2.2613014,227.5588816,84.5831773,48.8821123,40.459686,22.8425922,20.7637043,5.9365403,1.4614583,2.6296109,488.9934422,181.7853377,97.817986,87.834051,52.7446684,46.5632735,15.7951868,3.0755603,3.3773785,325.6747838,120.3901822,64.5340421,58.1670484,34.8946269,32.2504749,11.7296049,1.9850573,1.7237471,163.3186584,61.3951555,33.2839439,29.6670026,17.8500415,14.3127986,4.0655819,1.090503,1.6536314,89.3619032,30.5859978,23.4890001,15.0091354,7.041854,8.888618,2.2194306,0.6143335,1.5135338,25.12168,7.397976,7.8908317,4.216452,2.0493033,2.4377123,0.3484722,0.2433782,0.5375543,64.2402232,23.1880218,15.5981684,10.7926834,4.9925507,6.4509057,1.8709584,0.3709553,0.9759795,8.1098213,8.5673701,6.4701877,9.1838947,9.5036212,8.4856791,9.5156906,5.7323573,4.0165492,7.9546378,8.3446814,6.3008139,8.8374492,9.5277658,8.5522229,9.9681334,5.4617376,3.3296241,8.3612757,8.9272975,6.7385709,9.7747208,9.4648295,8.3767905,8.7112489,6.200839,4.8828156,8.3430466,8.8290678,6.3579434,9.5151503,10.4460758,8.8417068,10.2039875,5.546211,3.4207475,7.8817871,8.4039977,6.0024772,8.7794668,9.5789563,8.483541,10.1408893,5.1630891,2.7254147,9.4453093,9.8011643
1984-11-01 00:00:00,571.1794489,207.6463414,125.8729746,105.1264714,54.0361129,52.0566361,17.5391698,3.4787979,5.4229448,341.1875774,127.5476163,70.4250522,64.2514555,31.8895591,30.6170783,11.5451145,2.1232147,2.7884868,229.9918715,80.0987251,55.4479224,40.8750159,22.1465538,21.4395578,5.9940553,1.3555832,2.634458,488.0903749,180.85403,104.9978873,91.283563,46.1821432,43.4796012,14.9442716,2.8259299,3.5229487,321.4288405,121.5338916,65.0369096,61.6213223,29.6690997,28.7432811,10.8504018,1.9628397,2.0110947,166.6615344,59.3201384,39.9609777,29.6622407,16.5130435,14.7363201,4.0938698,0.8630902,1.511854,83.089074,26.7923114,20.8750873,13.8429084,7.8539697,8.5770349,2.5948982,0.652868,1.8999961,19.7587369,6.0137247,5.3881426,2.6301332,2.2204594,1.8737972,0.6947127,0.160375,0.7773921,63.3303371,20.7785867,15.4869447,11.2127752,5.6335103,6.7032377,1.9001855,0.492493,1.122604,7.9916072,8.3643329,6.6756119,9.4149474,8.5359182,7.9433302,9.1770472,5.5920047,4.4877115,7.7437541,8.3554127,6.1142107,9.1401166,8.2148234,7.5243237,9.4684112,5.3283945,4.1143815,8.3899749,8.3785767,7.5569014,9.88202,9.0449981,8.6295949,8.6635566,6.0617137,4.9645188,8.3010683,8.7620285,6.7677754,9.9042955,9.1246048,8.193589,9.6565986,5.2586364,3.6165483,7.7815527,8.4748489,6.0537586,9.3452906,8.1648115,7.5002035,9.3818783,5.2210904,3.1905303,9.5278806,9.4157161
1984-12-01 00:00:00,627.3922049,218.8325796,146.3424559,112.1966791,63.7949108,57.0764446,17.9960236,4.9499302,6.2031811,375.2577902,133.3225473,84.8512648,69.9603249,37.8032425,33.2514923,11.3708799,2.2401117,2.4579268,252.1344147,85.5100323,61.4911911,42.2363542,25.9916683,23.8249523,6.6251437,2.7098185,3.7452543,527.0486238,191.6417266,114.2588614,92.9171509,54.9999507,47.7907562,16.2647145,4.1815343,4.9939292,345.4083401,127.3741775,71.4665237,64.3107069,36.0703267,31.0852141,10.9370019,2.0046429,2.1597464,181.6402837,64.2675491,42.7923377,28.606444,18.929624,16.7055421,5.3277126,2.1768914,2.8341828,100.3435811,27.190853,32.0835945,19.2795282,8.7949601,9.2856884,1.7313091,0.7683959,1.2092519,29.8494501,5.9483698,13.3847411,5.649618,1.7329158,2.1662782,0.433878,0.2354688,0.2981804,70.494131,21.2424832,18.6988534,13.6299102,7.0620443,7.1194102,1.2974311,0.5329271,0.9110715,8.6376821,8.7210362,7.5890435,9.9515316,9.8975464,8.5207885,9.2686063,7.6945595,4.942011,8.3897808,8.6421937,7.2060256,9.8460593,9.625073,7.9954294,9.2072359,5.559014,3.5304118,9.0350153,8.8468745,8.1897156,10.1312971,10.3225596,9.3810818,9.3758668,11.275249,6.7001775,8.7732798,9.0928483,7.1956439,9.9338585,10.6936777,8.7627059,10.2925502,7.5422857,4.8298424,8.2234496,8.7665433,6.5010351,9.6181717,9.8111919,7.9248145,9.4148456,5.2653955,3.3102626,10.0512316,9.8170618
1985-01-01 00:00:00,657.7337442,234.9299131,145.4105939,123.8526052,63.5978926,58.7879518,19.8182066,4.7762979,6.5602831,405.3532083,145.7409505,83.4347196,80.262635,39.1429999,38.0185948,12.7556653,2.5894741,3.4081691,252.3805359,89.1889626,61.9758743,43.5899702,24.4548927,20.769357,7.0625413,2.1868238,3.152114,572.4483787,212.2690923,121.6443642,106.9703647,55.125278,50.0395287,17.9416989,3.9217216,4.5363303,376.4843438,138.8440003,74.1897152,75.3515676,36.2204177,35.2700128,12.1099978,2.0066195,2.4920129,195.9640349,73.425092,47.454649,31.6187971,18.9048603,14.7695159,5.8317011,1.9151021,2.0443174,85.2853655,22.6608208,23.7662297,16.8822405,8.4726146,8.7484231,1.8765077,0.8545763,2.0239528,28.8688645,6.8969502,9.2450044,4.9110674,2.9225822,2.748582,0.6456675,0.5828546,0.9161562,56.416501,15.7638706,14.5212253,11.9711731,5.5500324,5.9998411,1.2308402,0.2717217,1.1077966,9.2507023,9.554959,7.8092869,11.0838394,10.1333852,8.8837047,10.1386762,7.5639398,5.2922401,9.1184469,9.4633677,7.2548656,11.2656945,10.1186016,9.0685424,10.2084343,6.4327455,4.7615261,9.4713411,9.7085024,8.7048494,10.7639027,10.1571381,8.5641749,10.0150724,9.5531761,6.0174166,9.5598574,10.0679695,7.8031568,11.3430437,10.8231104,9.1482144,11.0446854,7.0631263,4.385652,8.995805,9.5706115,6.859478,11.2422285,9.976144,8.9079842,10.2205518,5.2220087,3.7396714,10.8691802,11.1651458
1985-02-01 00:00:00,674.1414589,242.1398519,149.585477,129.2411266,60.751951,61.7751165,18.2956389,4.5871465,7.7651505,390.8162895,141.1957778,83.0388151,77.7802001,35.7091079,37.0075486,11.3203648,1.7808308,2.9836444,283.3251694,100.9440741,66.5466619,51.4609265,25.0428431,24.7675679,6.9752741,2.8063157,4.7815061,576.5686759,212.490021,123.5640233,110.3068365,51.2609891,53.8383686,16.2629174,3.5667126,5.2788074,369.3141688,136.1350833,75.872256,73.8367725,33.4513079,35.2903375,10.744565,1.3734402,2.6104064,207.2545071,76.3549377,47.6917673,36.470064,17.8096812,18.5480311,5.5183524,2.1932724,2.668401,97.572783,29.6498309,26.0214537,18.9342901,9.4909619,7.9367479,2.0327215,1.0204339,2.4863431,21.5021207,5.0606945,7.1665591,3.9434276,2.2578,1.7172111,0.5757998,0.4073906,0.373238,76.0706623,24.5891364,18.8548946,14.9908625,7.2331619,6.2195368,1.4569217,0.6130433,2.1131051,9.2731703,9.6191155,7.838829,11.3195045,9.4830518,9.2250479,9.2373709,6.8186733,6.1195039,8.7279428,9.1167642,7.1305614,10.879061,9.0843178,8.8463423,8.9859914,4.3571682,4.1882952,10.1475819,10.4224123,8.9478717,12.0573078,10.1161972,9.8554559,9.6767003,10.6291743,8.5914639,9.5634181,10.0723778,7.8028407,11.6542759,9.9718446,9.8257155,9.8638081,5.9863622,5.1374908,8.7675806,9.3573452,6.9189985,10.9553796,9.0975405,8.9306959,8.9856896,3.5590897,3.9642283,11.4087509,11.6610901
1985-03-01 00:00:00,672.760485,244.5398382,153.2007644,125.3016422,58.9210328,60.9705378,17.9518843,5.2855949,6.5891904,390.2278371,145.6816682,85.3881015,76.2084576,33.5229953,34.0298854,10.0459505,2.9985807,2.3521979,282.5326479,98.85817,67.8126629,49.0931846,25.3980375,26.9406524,7.9059338,2.2870142,4.2369925,556.9653315,210.7988615,121.2882385,104.104951,47.5327874,50.1449907,15.0732949,4.7308753,3.2913322,363.1166112,138.9297242,77.3986221,70.9510028,30.9531509,30.8180488,9.4534249,2.9985807,1.6140568,193.8487203,71.8691373,43.8896164,33.1539482,16.5796365,19.3269419,5.61987,1.7322946,1.6772754,115.7951535,33.7409767,31.9125259,21.1966912,11.3882454,10.8255471,2.8785894,0.5547196,3.2978582,27.1112259,6.751944,7.9894794,5.2574548,2.5698444,3.2118366,0.5925256,0,0.7381411,88.6839276,26.9890327,23.9230465,15.9392364,8.818401,7.6137105,2.2860638,0.5547196,2.5597171,9.1779266,9.6375835,8.0157744,10.7830698,9.1495736,8.9816376,8.9093134,7.5852448,5.246488,8.6950112,9.3303516,7.3732422,10.542893,8.5689212,8.1541093,8.0417799,7.0703306,3.3712945,9.9404564,10.129092,9.0037504,11.1783744,10.048295,10.3023038,10.3246028,8.3859942,7.5903133,9.2384663,9.9343268,7.7290351,10.9345632,9.3022382,9.1793402,9.1457476,7.5563633,3.2642399,8.6240744,9.4608104,7.1281369,10.5079038,8.4761368,7.8688148,7.9666783,7.2933617,2.5068489,10.6611949,10.9984474
1985-04-01 00:00:00,615.2984664,221.038222,137.8739705,118.7308084,54.9906567,56.3304688,16.6629059,4.0351262,5.6363079,360.6723586,133.6079357,72.9517929,72.9569919,33.516187,33.4045914,9.6247845,2.4829547,2.1271205,254.6261078,87.4302863,64.9221776,45.7738165,21.4744697,22.9258774,7.0381214,1.5521715,3.5091874,511.6248422,191.9088581,104.9532614,98.7983132,47.2774151,46.8565231,14.7187799,3.3997932,3.7118982,336.9146013,128.6313611,64.0552218,67.7259355,31.9514274,31.1860244,9.0417718,2.4829547,1.8399046,174.7102409,63.277497,40.8980396,31.0723777,15.3259877,15.6704987,5.6770081,0.9168385,1.8719936,103.6736242,29.1293639,32.9207091,19.9324952,7.7132416,9.4739457,1.944126,0.635333,1.9244097,23.7577573,4.9765746,8.8965711,5.2310564,1.5647596,2.218567,0.5830127,0,0.2872159,79.9158669,24.1527893,24.024138,14.7014388,6.148482,7.2553787,1.3611133,0.635333,1.6371938,8.5409185,8.909219,7.3298747,10.4108293,8.6973492,8.340912,8.4065562,5.7270971,4.4951111,8.1282107,8.6971337,6.3597295,10.2403659,8.6907584,7.9818435,7.7259381,5.7460734,3.0571998,9.2027957,9.2540751,8.8462227,10.6945746,8.7076557,8.9259856,9.5580324,5.6970008,6.2877283,8.6538756,9.2331035,6.8378357,10.6097339,9.4559875,8.6637325,8.9727261,5.431723,3.7093594,8.118136,8.9055838,6.0023081,10.1850284,8.9059092,7.9950454,7.6253979,5.9547919,2.8516657,9.9157778,9.9791505
1985-05-01 00:00:00,609.101024,225.3804265,130.5932569,114.217426,52.7658353,57.0280525,17.0690122,5.3787133,6.6683013,362.9306299,141.0115826,71.6359086,70.1442257,30.9293084,34.0078953,10.4804642,1.9664528,2.7547923,246.1703941,84.3688439,58.9573483,44.0732003,21.8365269,23.0201572,6.588548,3.4122605,3.913509,504.7003696,197.2733718,98.2613079,94.0476508,44.9199005,47.529492,14.8103538,4.0657444,3.7925484,332.2589411,131.7331302,62.3397573,63.5406628,29.3480503,31.4019514,10.0087584,1.7336217,2.153009,172.4414285,65.5402416,35.9215506,30.506988,15.5718502,16.1275406,4.8015954,2.3321227,1.6395394,104.4006544,28.1070547,32.331949,20.1697752,7.8459348,9.4985605,2.2586584,1.3129689,2.8757529,30.6716888,9.2784524,9.2961513,6.6035629,1.5812581,2.6059439,0.4717058,0.2328311,0.6017833,73.7289656,18.8286023,23.0357977,13.5662123,6.2646767,6.8926166,1.7869526,1.0801378,2.2739696,8.3817007,9.0105421,6.8863287,9.8790451,8.3077198,8.385934,8.5267061,7.4348684,5.3154596,8.1271051,9.0973661,6.224546,9.7427562,7.9800267,8.1043759,8.3652958,4.5560554,3.9822725,8.7875558,8.8690687,7.9078813,10.1039967,8.8207651,8.8396181,8.7967042,11.6925786,6.9542972,8.477204,9.4027697,6.3793142,10.0277205,8.8633088,8.7681137,9.0239892,6.3399055,3.7825379,7.9531925,9.0437216,5.8203663,9.472221,8.1221487,7.9989147,8.3732859,4.1325447,3.3752509,9.7098777,10.2181592
1985-06-01 00:00:00,607.593455,222.5604595,133.9489392,111.7283132,54.0329332,56.1160435,18.9161245,4.8530045,5.4376374,365.8327432,140.288792,76.7901473,66.8257604,31.9652931,32.8779648,12.1818565,2.0082336,2.8946955,241.7607118,82.2716675,57.1587919,44.9025528,22.0676401,23.2380787,6.734268,2.8447709,2.5429419,512.6175283,190.7648741,110.2786096,94.162359,46.565988,46.774913,17.0455241,3.7771551,3.2481054,342.5001128,130.8037989,71.3928155,63.5395384,30.4084427,30.1835799,11.7516582,2.0082336,2.4120456,170.1174155,59.9610752,38.8857941,30.6228206,16.1575453,16.5913331,5.2938659,1.7689215,0.8360598,94.9759267,31.7955854,23.6703296,17.5659542,7.4669452,9.3411305,1.8706004,1.0758494,2.189532,23.3326304,9.4849931,5.3973318,3.286222,1.5568504,2.6943849,0.4301983,0,0.4826499,71.6432963,22.3105923,18.2729978,14.2797322,5.9100948,6.6467456,1.4404021,1.0758494,1.7068821,8.361045,8.9399233,7.0434757,9.6051299,8.468732,8.2550234,9.5097268,6.8718826,4.3452323,8.1948845,9.100371,6.6657799,9.2343593,8.1968539,7.8606252,9.6694399,4.70858,4.1321744,8.6256974,8.6789977,7.6238208,10.2155564,8.8961492,8.8858054,9.2338315,10.1705518,4.6161686,8.6043632,9.1795495,7.1040531,9.9366255,9.1460257,8.6360191,10.2970787,6.0107186,3.235484,8.1884637,9.0544294,6.6272219,9.3817851,8.3063442,7.7073409,9.7357742,4.8889155,3.7656443,9.5844516,9.4648693
1985-07-01 00:00:00,566.8627267,206.3672928,121.9864768,107.3894791,52.0897078,52.1031463,16.6485955,4.8352423,5.4427861,344.5157977,128.8779321,72.1259251,64.8157709,31.0686546,30.7636924,11.0311632,2.1660522,3.6666072,222.346929,77.4893607,49.8605517,42.5737082,21.0210532,21.3394539,5.6174323,2.6691901,1.7761789,477.6164507,177.7530612,98.0645107,90.4524843,45.5945924,44.2849423,14.2439846,3.5538097,3.6690655,324.8459759,123.387586,66.6917373,60.9375675,29.6233714,28.5578213,10.5554723,2.0238791,3.068541,152.7704748,54.3654752,31.3727734,29.5149168,15.971221,15.727121,3.6885123,1.5299306,0.6005245,89.246276,28.6142316,23.9219661,16.9369948,6.4951154,7.818204,2.4046109,1.2814326,1.7737206,19.6698218,5.4903461,5.4341878,3.8782034,1.4452832,2.2058711,0.4756909,0.1421731,0.5980662,69.5764542,23.1238855,18.4877783,13.0587914,5.0498322,5.6123329,1.92892,1.1392595,1.1756544,7.7969733,8.3004471,6.360604,9.2473831,8.1784077,7.7241049,8.4363395,6.861293,4.331781,7.7221914,8.3906437,6.2112432,8.9772459,8.0442096,7.4067574,8.7740446,4.8798494,5.2006737,7.9157486,8.1546541,6.5898316,9.6913652,8.3851562,8.2326154,7.8435077,10.2332066,3.2209116,7.994303,8.5285648,6.2794058,9.5519736,8.9611466,8.1365946,8.748439,5.5825408,3.5947312,7.7562193,8.5206845,6.1236093,9.0531391,8.2082113,7.3359462,8.8492796,4.6812181,4.7061012,8.5525319,8.5465041
1985-08-01 00:00:00,572.6954476,216.8556288,117.1132803,104.3281058,54.4399345,53.4533987,16.7311708,4.8145246,4.9594041,349.1170091,136.7390214,65.9081287,63.3786449,33.7445357,33.0933312,10.9730793,2.1984001,3.0818678,223.5784385,80.1166074,51.2051516,40.9494609,20.6953988,20.3600675,5.7580915,2.6161245,1.8775363,488.0272047,189.2233134,94.9841467,89.0527508,47.7444036,45.3849552,14.530587,3.9078579,3.1991901,325.3703081,129.5586936,60.0572877,59.0241463,31.832287,30.3705289,10.4383064,1.9427392,2.146319,162.6568966,59.6646198,34.926859,30.0286045,15.9121166,15.0144263,4.0922806,1.9651187,1.0528711,84.6682429,27.6323154,22.1291336,15.275355,6.6955309,8.0684435,2.2005838,0.9066667,1.760214,23.746701,7.1803278,5.850841,4.3544986,1.9122487,2.7228023,0.5347729,0.2556609,0.9355488,60.9215419,20.4519876,16.2782926,10.9208564,4.7832822,5.3456412,1.6658109,0.6510058,0.8246652,7.9011729,8.7247318,6.1531723,8.9702298,8.6640641,7.9123487,8.6185964,6.586987,3.9603378,7.8274511,8.9013901,5.6723982,8.769412,8.7936921,7.9367853,8.8903079,4.8144438,4.4287328,8.019108,8.4388864,6.9066437,9.2998409,8.4607049,7.8729487,8.1442535,9.5378547,3.374511,8.1994321,9.121278,6.0770782,9.4438392,9.4621892,8.3696121,9.0572789,6.0806931,3.2011561,7.7802661,8.9679128,5.5146508,8.7721759,8.8435366,7.7727309,8.9062581,4.4306965,3.3712125,9.1898168,9.4730616
1985-09-01 00:00:00,589.2299056,216.2237198,128.20963,104.2784997,56.8951393,51.3164866,19.6752059,6.000515,6.6307093,342.7023186,129.1558446,67.8855837,62.0865489,33.3855665,30.767987,12.3985045,3.1186442,3.9036392,246.527587,87.0678752,60.3240463,42.1919508,23.5095728,20.5484996,7.2767014,2.8818708,2.7270701,483.5402404,184.1919018,96.4047268,88.1736235,47.5055703,42.367535,16.2504795,4.7527128,3.8936907,316.2356086,122.5862547,59.3120258,57.2512075,31.3120594,28.2812998,11.6987273,2.9550192,2.8390149,167.3046318,61.6056471,37.092701,30.922416,16.1935109,14.0862352,4.5517522,1.7976936,1.0546758,105.6896652,32.031818,31.8049032,16.1048762,9.389569,8.9489516,3.4247264,1.2478022,2.7370186,26.46671,6.5695899,8.5735579,4.8353414,2.0735071,2.4866872,0.6997772,0.163625,1.0646243,79.2229552,25.4622281,23.2313453,11.2695348,7.3160619,6.4622644,2.7249492,1.0841772,1.6723943,7.9583341,8.5097459,6.609033,8.7814143,8.8494876,7.4556198,9.8658334,8.0238416,5.0923221,7.5617251,8.2836709,5.7708551,8.4359883,8.5328936,7.2515105,9.8640295,6.7392859,5.3434924,8.5842183,8.8687921,7.9003379,9.3444564,9.3416924,7.7836679,9.8689084,10.1089972,4.7712874,7.9826609,8.7043544,6.0971511,9.1839467,9.1912771,7.706274,9.877214,7.2831273,3.756634,7.4557655,8.3504273,5.4181243,8.3730556,8.5207148,7.1176455,9.795126,6.7087314,4.25567,9.2133635,9.5060843
